task,correct_configuration,predicted_configuration,correct_prediction,configuration_choices
chill a pot and place in a sink drawer,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,True,"['The robot has 1 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 4 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 4 DoFs and rigid No specified Gripper and it can not walk.']"
chill the bowl and set it back on the shelves.,the robot has 0 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,False,"['The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 4 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.']"
chill the glass in the fridge and return it to the shelf.,the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can walk.,the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can walk.,True,"['The robot has 0 arm(s) with 5 DoFs and soft No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.']"
chill the goblet and put it in the sink.,the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can walk.,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,False,"['The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.', 'The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.']"
chill the mug and put it in the cupboard.,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,True,"['The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 4 DoFs and rigid No specified Gripper and it can not walk.']"
chill the pan and put it back on the stove.,the robot has 0 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,none,False,"['The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 4 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 3 DoFs and rigid No specified Gripper and it can not walk.']"
chill the pan in the fridge and put it in the sink.,the robot has 0 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,the robot has 1 arm(s) with 5 dofs and rigid no specified gripper and it can not walk.,False,"['The robot has 1 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 4 DoFs and rigid No specified Gripper and it can not walk.']"
chilling of a heated tomato,the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can not walk.,the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can not walk.,True,"['The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.']"
chop the cucumber into shreds,the robot has 1 arm(s) with 6 dofs and rigid robot grippers with 2 fingers and it can not walk.,the robot has 1 arm(s) with 6 dofs and rigid robot grippers with 2 fingers and it can not walk.,True,"['The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.']"
clean a glass and put it on the shelf,the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can not walk.,the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can not walk.,True,"['The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.']"
clean inside the thermos flask using the bottle brush,the robot has 1 arm(s) with 7 dofs and rigid robot grippers with 2 fingers and it can not walk.,the robot has 1 arm(s) with 7 dofs and rigid robot grippers with 2 fingers and it can not walk.,True,"['The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 0 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.']"
clean mirror,the robot has 2 arm(s) with 6 dofs and soft no specified gripper and it can walk.,the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can walk.,False,"['The robot has 1 arm(s) with 5 DoFs and soft No specified Gripper and it can walk.', 'The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.', 'The robot has 2 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 5 DoFs and soft No specified Gripper and it can not walk.']"
clean the chopping board,the robot has 1 arm(s) with 7 dofs and rigid robot grippers with 2 fingers and it can not walk.,the robot has 1 arm(s) with 7 dofs and rigid robot grippers with 2 fingers and it can not walk.,True,"['The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 7 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.']"
clean the dirty towel on the metal rack.,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,True,"['The robot has 0 arm(s) with 4 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.']"
clean the flask using the white stick inside it,the robot has 1 arm(s) with 7 dofs and rigid robot grippers with 2 fingers and it can not walk.,the robot has 1 arm(s) with 7 dofs and rigid robot grippers with 2 fingers and it can not walk.,True,"['The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 0 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 1 arm(s) with 5 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.']"
clean the laptop screen,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,True,"['The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 4 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 3 DoFs and rigid No specified Gripper and it can not walk.']"
clean the lettuce to place on the counter in front of the coffee machine.,the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can walk.,the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can not walk.,False,"['The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.']"
clean the plate with the towel and move it a bit,the robot has 1 arm(s) with 7 dofs and rigid robot grippers with 2 fingers and it can not walk.,the robot has 1 arm(s) with 6 dofs and rigid robot grippers with 2 fingers and it can not walk.,False,"['The robot has 1 arm(s) with 6 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.']"
"clean the rag on the right, put it on the toilet lid.",the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can not walk.,the robot has 1 arm(s) with 6 dofs and soft no specified gripper and it can not walk.,True,"['The robot has 1 arm(s) with 5 DoFs and soft No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.']"
clean the table,the robot has 1 arm(s) with 7 dofs and rigid robot grippers with 2 fingers and it can not walk.,the robot has 1 arm(s) with 7 dofs and rigid robot grippers with 2 fingers and it can not walk.,True,"['The robot has 0 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 0 arm(s) with 6 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 6 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.']"
clean the tabletop with a sponge,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,the robot has 1 arm(s) with 6 dofs and rigid no specified gripper and it can not walk.,True,"['The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 4 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 3 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.', 'The robot has 1 arm(s) with 5 DoFs and rigid No specified Gripper and it can not walk.']"
