task,hardware_config,model_answer,correct_answer
close the upper drawer of the cabinet on the left,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
close the white bin,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
close the white bin,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
close the white door,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,False,True
close the white door,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
close the window fully,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
close the window fully,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
closed the lid of the kettle,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
closed the lid of the kettle,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
coil the phone charger once,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
coil the phone charger once,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
collect pencil and bowl for the desk,The robot has 0 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
collect pencil and bowl for the desk,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
collect water in the mug,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
collect water in the mug,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
collecting tissues to put in the bath tub,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.,False,True
collecting tissues to put in the bath tub,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
completely cover the bed with the blanket,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
completely cover the bed with the blanket,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
connect the black pads together,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
connect the black pads together,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cook a potato & return it to a different place.,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
cook a potato & return it to a different place.,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
cook a tomato then throw it away in the trash can,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.,False,True
cook a tomato then throw it away in the trash can,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
cool a head of lettuce as well as put it back in the spot it came from.,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.,False,True
cool a head of lettuce as well as put it back in the spot it came from.,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
cool down a bowl from the stove.,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
cool down a bowl from the stove.,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
cool down a plate in the fridge.,The robot has 0 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
cool down a plate in the fridge.,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
cool down one wine bottle from the table.,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
cool down one wine bottle from the table.,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cool down the cup on the black table.,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
cool down the cup on the black table.,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cool down the pan on the stove.,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
cool down the pan on the stove.,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cool the coffee cup.,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
cool the coffee cup.,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cover the bowl with the pink thing,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
cover the bowl with the pink thing,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cover the clear container with the white lid and then press the button atop the white lid,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
cover the clear container with the white lid and then press the button atop the white lid,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cover the cup,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
cover the cup,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cover the glass jar with the glass lid,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
cover the glass jar with the glass lid,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cover the glass jar with the glass lid on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
cover the glass jar with the glass lid on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cover the kettle with the lid on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
cover the kettle with the lid on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cover the pan on the right with the silver lid,The robot has 1 arm(s) with 6 DoFs and rigid No specified Gripper and it can not walk.,False,True
cover the pan on the right with the silver lid,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cover the smaller pot with the lid on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
cover the smaller pot with the lid on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
cut a head of cabbage then chill a slice before putting it in the sink,The robot has 3 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
cut a head of cabbage then chill a slice before putting it in the sink,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
cut a heated apple place apple behind knife in fridge,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
cut a heated apple place apple behind knife in fridge,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
cut a potato in a tray,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
cut a potato in a tray,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
"cut a slice of a vegetable, put the slice on a counter.",The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
"cut a slice of a vegetable, put the slice on a counter.",The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
cut an apple slice to place it inside a sauce pan inside the fridge,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
cut an apple slice to place it inside a sauce pan inside the fridge,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
"cut an apple, cook a piece of the apple",The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
"cut an apple, cook a piece of the apple",The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
"cut an apple, cool a piece of apple",The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
"cut an apple, cool a piece of apple",The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
cut and cook an apple piece to be put on a table,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
cut and cook an apple piece to be put on a table,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
cut bread,The robot has 2 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.,False,True
cut bread,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
cutting and preparing some bread and putting it on a table,The robot has 1 arm(s) with 6 DoFs and soft No specified Gripper and it can not walk.,False,True
cutting and preparing some bread and putting it on a table,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
decorate it,The robot has 2 arm(s) with 6 DoFs and soft No specified Gripper and it can walk.,False,True
decorate it,The robot has 1 arm(s) with 1 DoFs and soft No specified Gripper and it can not walk.,False,False
detach an orange disc from the wooden rack and put it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
detach an orange disc from the wooden rack and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
detach the red lego from the stack of lego's and put it on the table,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
detach the red lego from the stack of lego's and put it on the table,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
dismantle the vacuum head,The robot has 1 arm(s) with 7 DoFs and rigid Robot Grippers with 2 Fingers and it can not walk.,True,True
dismantle the vacuum head,The robot has 1 arm(s) with 1 DoFs and rigid No specified Gripper and it can not walk.,False,False
